Store,Dept,SKU_ID,Total_Sales,Avg_Weekly_Demand,Demand_StdDev,Weeks_Observed,Store_Size,Forecasted_Weekly_Demand,Lead_Time_Weeks,Safety_Stock_Value,Reorder_Point_Value,Stock_Cover_Weeks,Current_Stock_Value,Stock_Status,Cumulative_Sales,Cumulative_Sales_Percentage,ABC_Class,Action_Recommendation
40,96,40_96,2035523.04,15538.343816793893,3980.7779703393608,131,155083,15557.8916015625,4,13136.567302119889,75368.13370836989,4,62153.37526717557,Reorder Required,4857295826.170001,0.7864124581615488,A,Urgent Reorder - High Priority SKU
7,11,7_11,2034117.92,15527.617709923663,3870.3214791903793,131,70713,12275.8291015625,1,6386.030440664125,18661.859542226626,1,15527.617709923663,Reorder Required,4859329944.090001,0.7867417886637265,A,Urgent Reorder - High Priority SKU
45,9,45_9,2031197.8699999999,15505.327251908397,4856.241812314738,131,118221,13146.25,2,11331.809004679022,37624.309004679024,6,93031.96351145038,Stock Sufficient,4861361141.960001,0.7870706464000317,A,Stock Sufficient
11,22,11_22,2025865.58,15464.622748091604,3215.7556543486744,131,207499,15147.095703125,2,7503.812678435473,37798.004084685475,4,61858.490992366416,Stock Sufficient,4863387007.540001,0.7873986408207315,A,Stock Sufficient
41,10,41_10,2024846.57,15456.844045801527,2492.4839824535193,131,196321,17851.92578125,2,5816.092675772726,41519.94423827273,4,61827.376183206106,Stock Sufficient,4865411854.110001,0.7877264702603004,A,Stock Sufficient
17,74,17_74,2024551.23,15454.589541984733,6743.887231162964,131,93188,18071.203125,2,15736.539695951917,51878.94594595191,1,15454.589541984733,Reorder Required,4867436405.34,0.7880542518833343,A,Urgent Reorder - High Priority SKU
24,55,24_55,2016863.28,15395.90290076336,10141.061694498985,131,203819,10260.611328125,1,16732.751795923326,26993.363124048326,8,123167.22320610688,Stock Sufficient,4869453268.62,0.7883807888015214,A,Stock Sufficient
10,20,10_20,2016406.75,15392.417938931298,1913.2198466953025,131,126512,14257.501953125,2,4464.407400746487,32979.41130699649,2,30784.835877862595,Reorder Required,4871469675.37,0.7887072518059729,A,Urgent Reorder - High Priority SKU
12,82,12_82,2013021.94,15366.579694656488,3250.7808156954766,131,112238,15293.142578125,4,10727.576691795071,71900.14700429507,2,30733.159389312976,Reorder Required,4873482697.309999,0.7890331667983518,A,Urgent Reorder - High Priority SKU
32,79,32_79,2009125.95,15336.8393129771,1301.951098339713,131,203007,14391.150390625,3,3720.8249946359024,46894.2761665109,5,76684.1965648855,Stock Sufficient,4875491823.259999,0.7893584510169045,A,Stock Sufficient
6,81,6_81,2008218.95,15329.915648854962,1535.825303476979,131,202505,14572.8583984375,2,3583.775206461315,32729.492003336316,1,15329.915648854962,Reorder Required,4877500042.209999,0.7896835883891204,A,Urgent Reorder - High Priority SKU
22,11,22_11,2007407.43,15323.720839694655,10439.911711683124,131,119557,9884.0341796875,2,24361.036808855977,44129.10516823098,3,45971.16251908397,Stock Sufficient,4879507449.639999,0.7900085943735311,A,Stock Sufficient
21,82,21_82,2003687.56,15295.324885496184,4842.491654292059,131,140167,13369.4912109375,2,11299.723665744286,38038.706087619285,3,45885.97465648855,Stock Sufficient,4881511137.2,0.7903329980985334,A,Stock Sufficient
28,25,28_25,2003589.75,15294.57824427481,2243.335177005427,131,206302,14356.259765625,2,5234.7158032450425,33947.23533449504,8,122356.62595419848,Stock Sufficient,4883514726.95,0.7906573859877691,A,Stock Sufficient
42,96,42_96,2001623.31,15279.567251908398,1523.277756755557,131,39690,15983.1796875,3,4353.35087342128,52302.88993592128,7,106956.97076335878,Stock Sufficient,4885516350.26,0.7909814555037846,A,Stock Sufficient
1,14,1_14,2000759.12,15272.97038167939,5874.329813609432,131,151315,12760.0576171875,1,9692.644192455562,22452.701809643062,3,45818.91114503817,Stock Sufficient,4887517109.38,0.7913053851045454,A,Stock Sufficient
13,25,13_25,1997790.18,15250.30671755725,3683.829276065546,131,219622,14345.8125,1,6078.31830550815,20424.13080550815,8,122002.453740458,Stock Sufficient,4889514899.56,0.7916288340239792,A,Stock Sufficient
42,80,42_80,1995585.1300000001,15233.474274809161,1437.3214819448165,131,39690,13848.0703125,2,3353.921229873316,31050.061854873315,6,91400.84564885497,Stock Sufficient,4891510484.690001,0.7919519259384347,A,Stock Sufficient
7,4,7_4,1990763.09,15196.664809160306,2671.5935985971278,131,70713,15046.29296875,1,4408.12943768526,19454.42240643526,8,121573.31847328244,Stock Sufficient,4893501247.780001,0.7922742371484683,A,Stock Sufficient
39,10,39_10,1990553.35,15195.063740458016,2658.179285814414,131,184109,17598.244140625,2,6202.7347754096545,41399.223056659655,4,60780.25496183206,Stock Sufficient,4895491801.130001,0.7925965144008937,A,Stock Sufficient
44,40,44_40,1989925.44,15190.270534351144,1194.5960201503033,131,39910,17297.5859375,3,3414.016652342834,55306.774464842834,7,106331.893740458,Stock Sufficient,4897481726.570001,0.7929186899925875,A,Stock Sufficient
10,24,10_24,1988439.85,15178.930152671757,7326.879321917871,131,126512,10443.1328125,1,12089.350881164486,22532.483693664486,6,91073.58091603054,Stock Sufficient,4899470166.420001,0.7932406250622862,A,Stock Sufficient
9,87,9_87,1987761.18,15173.749465648854,2672.1168557362353,131,125833,16652.46484375,2,6235.257431086092,39540.187118586095,1,15173.749465648854,Reorder Required,4901457927.600001,0.7935624502530395,A,Urgent Reorder - High Priority SKU
23,55,23_55,1987430.82,15171.227633587787,12094.96939591618,131,114533,9478.7763671875,3,34566.017491033825,63002.346592596325,8,121369.8210687023,Stock Sufficient,4903445358.420001,0.7938842219574025,A,Stock Sufficient
31,74,31_74,1986151.85,15161.464503816795,2317.6771890156324,131,203750,13922.693359375,3,6623.65216741551,48391.73224554051,1,15161.464503816795,Reorder Required,4905431510.270001,0.7942057865922402,A,Urgent Reorder - High Priority SKU
29,1,29_1,1984473.77,15148.654732824427,8107.670962675582,131,93638,14067.8984375,1,13377.65708841471,27445.555525914708,1,15148.654732824427,Reorder Required,4907415984.040002,0.7945270795403071,A,Urgent Reorder - High Priority SKU
42,13,42_13,1982472.91,15133.380992366412,1131.4370370951033,131,39690,15856.3076171875,3,3233.515615792953,50802.43846735545,2,30266.761984732824,Reorder Required,4909398456.950002,0.7948480485424403,A,Urgent Reorder - High Priority SKU
16,13,16_13,1981161.33,15123.368931297711,2017.5520365334778,131,57197,15386.0888671875,3,5765.929346413571,51924.19594797607,8,120986.95145038169,Stock Sufficient,4911379618.280002,0.7951688051953799,A,Stock Sufficient
2,25,2_25,1979940.7,15114.051145038167,3274.9350484186684,131,202307,13657.392578125,1,5403.642829890802,19061.035408015803,6,90684.306870229,Stock Sufficient,4913359558.980001,0.7954893642242354,A,Stock Sufficient
32,16,32_16,1977206.3,15093.17786259542,11910.895307192033,131,203007,8899.23046875,4,39305.954513733705,74902.87638873371,3,45279.53358778626,Reorder Required,4915336765.280002,0.7958094805445752,A,Urgent Reorder - High Priority SKU
45,79,45_79,1977042.48,15091.927328244275,1059.9700368652111,131,118221,14545.3173828125,1,1748.9505608275983,16294.267943640098,3,45275.78198473283,Stock Sufficient,4917313807.760001,0.7961295703419085,A,Stock Sufficient
4,98,4_98,1976534.55,15088.050000000001,3278.571458899323,131,205863,15777.8955078125,2,7650.390366934865,39206.181382559866,1,15088.050000000001,Reorder Required,4919290342.310001,0.7964495779036741,A,Urgent Reorder - High Priority SKU
7,13,7_13,1971444.92,15049.19786259542,2090.949607725934,131,70713,15451.982421875,2,4879.131334249786,35783.09617799979,1,15049.19786259542,Reorder Required,4921261787.230001,0.7967687614373008,A,Urgent Reorder - High Priority SKU
11,16,11_16,1971347.88,15048.45709923664,8967.89342286972,131,207499,9608.283203125,1,14797.024147735037,24405.307350860036,3,45145.37129770992,Stock Sufficient,4923233135.110002,0.7970879292598266,A,Stock Sufficient
21,3,21_3,1969730.97,15036.11427480916,13528.73325326859,131,140167,17453.076171875,3,38663.548038567846,91022.77655419285,8,120288.91419847329,Stock Sufficient,4925202866.080002,0.7974068352992095,A,Stock Sufficient
32,11,32_11,1969150.25,15031.681297709923,2866.422582942663,131,203007,14342.611328125,4,9459.194523710788,66829.63983621079,2,30063.362595419847,Reorder Required,4927172016.330002,0.7977256473180799,A,Urgent Reorder - High Priority SKU
9,11,9_11,1966602.27,15012.231068702291,3561.3650909022663,131,125833,13932.3662109375,3,10177.967714879049,51975.06634769155,6,90073.38641221375,Stock Sufficient,4929138618.600002,0.7980440468104568,A,Stock Sufficient
18,17,18_17,1966190.91,15009.090916030535,3523.435704479022,131,120653,13984.1845703125,4,11627.337824780772,67564.07610603077,5,75045.45458015267,Stock Sufficient,4931104809.510002,0.7983623797022723,A,Stock Sufficient
26,97,26_97,1964248.37,14994.262366412215,2609.4655665058604,131,152513,15690.4150390625,3,7457.549453952928,54528.79457114043,2,29988.52473282443,Reorder Required,4933069057.880002,0.7986803980903575,A,Urgent Reorder - High Priority SKU
42,4,42_4,1963218.23,14986.398702290076,1078.440508833436,131,39690,15008.5205078125,1,1779.4268395751694,16787.947347387668,8,119891.18961832061,Stock Sufficient,4935032276.110002,0.7989982496953273,A,Stock Sufficient
11,87,11_87,1960211.86,14963.4493129771,2447.4814972023773,131,207499,17196.44140625,3,6994.617801169782,58583.942019919785,3,44890.3479389313,Reorder Required,4936992487.970001,0.7993156145589279,A,Urgent Reorder - High Priority SKU
34,79,34_79,1957786.28,14944.933435114504,1110.165005289942,131,158114,15382.595703125,4,3663.5445174568085,65193.92732995681,7,104614.53404580153,Stock Sufficient,4938950274.250001,0.7996325867130046,A,Stock Sufficient
10,33,10_33,1957118.05,14939.832442748091,6652.510460656082,131,126512,10344.7099609375,1,10976.642260082534,21321.35222102003,6,89638.99465648855,Stock Sufficient,4940907392.300001,0.7999494506784072,A,Stock Sufficient
8,23,8_23,1956300.31,14933.590152671755,4963.718127120029,131,155078,14322.078125,3,14185.729784527159,57151.96415952716,2,29867.18030534351,Reorder Required,4942863692.610002,0.8002661822489655,B,Reorder Required - Medium Priority
13,98,13_98,1952895.0,14907.595419847328,2155.981533901316,131,219622,14780.4794921875,2,5030.880237024164,34591.83922139916,1,14907.595419847328,Reorder Required,4944816587.610002,0.8005823624884327,B,Reorder Required - Medium Priority
8,82,8_82,1951206.47,14894.705877862596,5141.22614704147,131,155078,14118.099609375,1,8483.023142618424,22601.122751993425,3,44684.11763358779,Stock Sufficient,4946767794.080002,0.8008982693492391,B,Stock Sufficient
32,74,32_74,1948911.45,14877.186641221373,2146.392597834655,131,203007,16435.220703125,2,5008.504911357732,37878.94631760773,6,89263.11984732824,Stock Sufficient,4948716705.530002,0.801213804638623,B,Stock Sufficient
16,4,16_4,1947783.97,14868.579923664121,1959.401190772518,131,57197,14720.041015625,4,6466.023929549309,65346.18799204931,4,59474.319694656486,Reorder Required,4950664489.500002,0.8015291573852198,B,Reorder Required - Medium Priority
21,10,21_10,1943735.8800000001,14837.678473282444,2140.183580594278,131,140167,13373.908203125,1,3531.3029079805583,16905.211111105556,1,14837.678473282444,Reorder Required,4952608225.380002,0.8018438547324911,B,Reorder Required - Medium Priority
7,46,7_46,1943317.95,14834.488167938931,3522.3706738848923,131,70713,12728.8037109375,4,11623.823223820144,62539.038067570145,8,118675.90534351145,Stock Sufficient,4954551543.330002,0.802158484415496,B,Stock Sufficient
15,16,15_16,1942244.9,14826.296946564884,14370.081589016752,131,123737,7156.9423828125,4,47421.26924375528,76049.03877500529,2,29652.593893129768,Reorder Required,4956493788.230001,0.8024729403681129,B,Reorder Required - Medium Priority
25,9,25_9,1936667.63,14783.722366412212,5436.138754956759,131,128107,13618.6044921875,2,12684.970904433038,39922.17988880804,3,44351.167099236634,Stock Sufficient,4958430455.860002,0.8027864933420422,B,Stock Sufficient
17,11,17_11,1924480.86,14690.69358778626,4253.452231274852,131,93188,15491.265625,3,12155.872364023162,58629.66923902316,6,88144.16152671757,Stock Sufficient,4960354936.720001,0.803098073237103,B,Stock Sufficient
21,1,21_1,1918336.67,14643.7913740458,6053.791719400808,131,140167,12757.5234375,1,9988.756337011333,22746.279774511335,1,14643.7913740458,Reorder Required,4962273273.390001,0.80340865836723,B,Reorder Required - Medium Priority
45,46,45_46,1916695.67,14631.264656488549,3940.749282737463,131,118221,11765.3125,2,9195.550784572955,32726.175784572955,2,29262.529312977098,Reorder Required,4964189969.060001,0.8037189778139623,B,Reorder Required - Medium Priority
45,81,45_81,1916220.75,14627.639312977099,1063.9904508566517,131,118221,14478.5458984375,4,3511.1684878269502,61425.35208157695,7,102393.47519083969,Stock Sufficient,4966106189.810001,0.8040292203695564,B,Stock Sufficient
18,91,18_91,1912450.15,14598.856106870227,9480.581242071003,131,120653,25547.037109375,1,15642.959049417153,41189.99615879216,1,14598.856106870227,Reorder Required,4968018639.960001,0.8043388524523852,B,Reorder Required - Medium Priority
35,3,35_3,1912365.65,14598.211068702289,14143.268855360582,131,103681,19952.15234375,4,46672.78722268992,126481.39659768992,5,72991.05534351144,Reorder Required,4969931005.610001,0.8046484708543811,B,Reorder Required - Medium Priority
16,8,16_8,1909836.65,14578.90572519084,1456.604205380039,131,57197,14410.8037109375,1,2403.3969388770643,16814.200649814564,8,116631.24580152672,Stock Sufficient,4971840842.26,0.804957679802809,B,Stock Sufficient
35,10,35_10,1908262.53,14566.889541984732,2404.543350931848,131,103681,14388.4091796875,4,7934.993058075099,65488.629776825095,6,87401.3372519084,Stock Sufficient,4973749104.79,0.8052666338959382,B,Stock Sufficient
14,67,14_67,1901279.46,14513.583664122138,6828.362502771487,131,200898,10041.134765625,1,11266.798129572953,21307.932895197955,2,29027.167328244275,Stock Sufficient,4975650384.25,0.8055744574066527,B,Stock Sufficient
24,74,24_74,1899124.58,14497.134198473283,2384.802852605174,131,203819,15212.779296875,2,5564.8238872714655,35990.382481021465,5,72485.67099236642,Stock Sufficient,4977549508.83,0.80588193203508,B,Stock Sufficient
7,16,7_16,1896855.22,14479.810839694655,12400.877050511324,131,70713,7480.0126953125,3,35440.266031335814,57880.304117273314,4,57919.24335877862,Stock Sufficient,4979446364.05,0.8061890392465246,B,Stock Sufficient
8,1,8_1,1894636.55,14462.874427480916,7264.951823980895,131,155078,14286.35546875,3,20762.388361563906,63621.454767813906,8,115702.99541984733,Stock Sufficient,4981341000.6,0.8064957872478674,B,Stock Sufficient
29,4,29_4,1893243.52,14452.240610687024,1560.512952788655,131,93638,16278.41015625,3,4459.764738163816,53294.995206913816,7,101165.68427480917,Stock Sufficient,4983234244.120001,0.8068023097129889,B,Stock Sufficient
9,92,9_92,1891146.64,14436.23389312977,3066.4306837480676,131,125833,18928.18359375,2,7155.369970705308,45011.73715820531,1,14436.23389312977,Reorder Required,4985125390.760001,0.8071084926862173,B,Reorder Required - Medium Priority
35,25,35_25,1890306.09,14429.817480916032,2544.5620909613212,131,103681,14266.380859375,1,4198.52745008618,18464.908309461178,7,101008.72236641223,Stock Sufficient,4987015696.850001,0.8074145395715863,B,Stock Sufficient
23,67,23_67,1889067.93,14420.365877862594,4937.254503795665,131,114533,13059.4921875,1,8146.469931262847,21205.962118762847,5,72101.82938931297,Stock Sufficient,4988904764.780002,0.8077203859947054,B,Stock Sufficient
22,87,22_87,1888294.36,14414.46076335878,2121.1197401788363,131,119557,16605.783203125,1,3499.84757129508,20105.63077442008,7,100901.22534351147,Stock Sufficient,4990793059.140001,0.8080261071742513,B,Stock Sufficient
22,17,22_17,1883035.33,14374.315496183206,3009.2356183091306,131,119557,13445.4697265625,2,7021.9080092517825,33912.84746237678,6,86245.89297709924,Stock Sufficient,4992676094.470001,0.8083309768992312,B,Stock Sufficient
45,11,45_11,1878918.19,14342.886946564886,6506.590769604767,131,118221,10517.427734375,4,21471.74953969573,63541.46047719573,5,71714.43473282443,Stock Sufficient,4994555012.660001,0.8086351800454593,B,Stock Sufficient
17,10,17_10,1878793.27,14341.933358778626,2414.047526302793,131,93188,15161.91015625,2,5633.064940652541,35956.88525315254,2,28683.866717557252,Reorder Required,4996433805.930001,0.8089393629667214,B,Reorder Required - Medium Priority
17,14,17_14,1878345.86,14338.518015267176,6245.579289069918,131,93188,15760.2373046875,3,17849.14007475886,65129.85198882136,5,71692.59007633588,Stock Sufficient,4998312151.790001,0.8092434734508063,B,Stock Sufficient
7,90,7_90,1877700.45,14333.591221374045,4561.5830153968445,131,70713,13819.1279296875,2,10644.236734337212,38282.49259371221,5,71667.95610687023,Stock Sufficient,5000189852.240001,0.809547479440851,B,Stock Sufficient
40,23,40_23,1874250.3800000001,14307.254809160306,4929.862359754284,131,155083,14786.607421875,4,16268.545787189136,75414.97547468914,8,114458.03847328245,Stock Sufficient,5002064102.620001,0.809850926853011,B,Stock Sufficient
16,46,16_46,1872305.12,14292.405496183206,3473.7966428087825,131,57197,10521.2646484375,4,11463.528921268982,53548.58751501898,3,42877.21648854962,Reorder Required,5003936407.740001,0.8101540593210633,B,Reorder Required - Medium Priority
26,82,26_82,1871352.47,14285.133358778627,4891.967813924028,131,152513,14730.8818359375,2,11415.173928087635,40876.937599962635,6,85710.80015267176,Stock Sufficient,5005807760.210001,0.810457037551891,B,Stock Sufficient
7,23,7_23,1861997.45,14213.720992366412,4343.115185012297,131,70713,14288.7119140625,2,10134.452456028326,38711.876284153324,6,85282.32595419847,Stock Sufficient,5007669757.660001,0.8107585011736568,B,Stock Sufficient
4,87,4_87,1859923.5,14197.889312977099,2427.936634068652,131,205863,17500.568359375,3,6938.760852811705,59440.465930936705,2,28395.778625954197,Reorder Required,5009529681.160001,0.8110596290159732,B,Reorder Required - Medium Priority
15,11,15_11,1859674.95,14195.991984732824,7127.106860287636,131,123737,10460.7216796875,4,23519.4526389492,65362.339357699195,8,113567.93587786259,Stock Sufficient,5011389356.110001,0.8113607166172124,B,Stock Sufficient
45,10,45_10,1856569.34,14172.28503816794,1778.0138050499688,131,118221,12575.97265625,3,5081.356907393927,42809.27487614393,3,42516.85511450382,Reorder Required,5013245925.450001,0.8116613014097941,B,Reorder Required - Medium Priority
10,90,10_90,1855597.33,14164.865114503817,1088.9843073365098,131,126512,14276.6337890625,3,3112.1906457708596,45942.09201295836,8,113318.92091603053,Stock Sufficient,5015101522.780001,0.8119617288307021,B,Stock Sufficient
9,7,9_7,1854187.93,14154.106335877863,9282.173693213595,131,125833,12776.734375,2,21659.510276654953,47212.97902665495,6,84924.63801526718,Stock Sufficient,5016955710.710001,0.8122619280650308,B,Stock Sufficient
13,18,13_18,1852753.07,19100.547113402063,22011.767769384125,97,219622,14687.431640625,3,62907.075232617586,106969.37015449259,2,38201.094226804125,Reorder Required,5018808463.780001,0.8125618949907213,B,Reorder Required - Medium Priority
27,55,27_55,1849987.49,14122.041908396946,11272.701781394946,131,204184,8429.7470703125,3,32216.07216951459,57505.31338045209,2,28244.083816793893,Reorder Required,5020658451.27,0.8128614141597496,B,Reorder Required - Medium Priority
14,25,14_25,1847396.92,14102.266564885496,3435.3894297367992,131,200898,12017.8720703125,1,5668.392559065718,17686.264629378216,2,28204.533129770993,Stock Sufficient,5022505848.190001,0.8131605139068206,B,Stock Sufficient
20,22,20_22,1841929.11,14060.52755725191,5122.880987184862,131,203742,14551.7255859375,1,8452.753628855022,23004.47921479252,2,28121.05511450382,Stock Sufficient,5024347777.3,0.8134587283971446,B,Stock Sufficient
37,97,37_97,1839220.72,14039.85282442748,841.6842941080196,131,39910,14736.8427734375,1,1388.7790852782323,16125.621858715733,1,14039.85282442748,Reorder Required,5026186998.02,0.8137565043900591,B,Reorder Required - Medium Priority
45,34,45_34,1839125.57,14039.126488549618,3512.3584638464413,131,118221,13821.693359375,1,5795.391465346628,19617.084824721627,7,98273.88541984733,Stock Sufficient,5028026123.59,0.8140542649778699,B,Stock Sufficient
33,38,33_38,1835904.66,14014.539389312977,5160.952303220308,131,39690,20020.962890625,3,14749.402147618364,74812.29081949337,2,28029.078778625953,Reorder Required,5029862028.25,0.814351504089567,B,Reorder Required - Medium Priority
15,74,15_74,1829084.09,13962.47396946565,2229.3133361127766,131,123737,13667.0107421875,2,5201.996505271333,32536.017989646334,5,69812.36984732824,Stock Sufficient,5031691112.34,0.8146476389281435,B,Stock Sufficient
7,8,7_8,1821969.63,13908.165114503816,1295.3827046056053,131,70713,15019.294921875,3,3702.0532883777764,48759.93805400278,8,111265.32091603053,Stock Sufficient,5033513081.97,0.8149426219118243,B,Stock Sufficient
40,82,40_82,1821615.28,13905.460152671756,5007.555239103284,131,155083,14532.2216796875,2,11684.891680229313,40749.33503960431,5,69527.30076335878,Stock Sufficient,5035334697.25,0.8152375475250536,B,Stock Sufficient
2,98,2_98,1820934.06,13900.26,2390.0269411069244,131,202307,13619.193359375,2,5577.014049008317,32815.400767758314,3,41700.78,Stock Sufficient,5037155631.31,0.815532362846484,B,Stock Sufficient
17,23,17_23,1818504.09,13881.710610687023,3585.722417007325,131,93188,14591.671875,3,10247.578123357349,54022.59374835735,1,13881.710610687023,Reorder Required,5038974135.400001,0.815826784747635,B,Reorder Required - Medium Priority
31,34,31_34,1816987.02,13870.129923664123,2325.1597843293057,131,203750,12574.775390625,1,3836.513644143354,16411.289034768353,5,69350.64961832062,Stock Sufficient,5040791122.420001,0.8161209610300735,B,Stock Sufficient
12,55,12_55,1814782.6,13853.302290076337,7159.9343282444415,131,112238,9546.0537109375,2,16707.365783961577,35799.47320583658,4,55413.20916030535,Stock Sufficient,5042605905.020001,0.8164147804095326,B,Stock Sufficient
41,11,41_11,1814519.7,13851.295419847327,2983.7594347676586,131,196321,14325.3525390625,1,4923.203067366637,19248.555606429138,7,96959.06793893129,Stock Sufficient,5044420424.720001,0.8167085572246016,B,Stock Sufficient
34,23,34_23,1805419.88,13781.831145038168,4022.373944284384,131,158114,11731.8896484375,3,11495.47746359393,46691.14640890643,4,55127.32458015267,Stock Sufficient,5046225844.600001,0.8170008607483431,B,Stock Sufficient
20,32,20_32,1803378.73,13766.249847328245,7814.590034535007,131,203742,11708.9306640625,1,12894.073556982761,24603.00422104526,3,41298.74954198473,Stock Sufficient,5048029223.330001,0.817292833803065,B,Stock Sufficient
24,17,24_17,1800794.81,13746.525267175573,3211.609012998919,131,203819,13987.537109375,4,10598.309742896432,66548.45818039644,8,109972.20213740459,Stock Sufficient,5049830018.140001,0.8175843885124873,B,Stock Sufficient
19,67,19_67,1799157.46,13734.02641221374,5604.715676629548,131,203819,10971.0234375,1,9247.780866438754,20218.804303938756,5,68670.1320610687,Stock Sufficient,5051629175.600001,0.8178756781294622,B,Stock Sufficient
5,8,5_8,1798872.45,13731.850763358778,989.5220165472425,131,34875,14889.6845703125,1,1632.7113273029502,16522.39589761545,7,96122.95534351145,Stock Sufficient,5053428048.050001,0.8181669216023636,B,Stock Sufficient
4,32,4_32,1798126.31,13726.155038167939,8016.393566283201,131,205863,10682.265625,2,18705.872629550908,40070.40387955091,1,13726.155038167939,Reorder Required,5055226174.360002,0.8184580442727007,B,Reorder Required - Medium Priority
2,17,2_17,1797599.77,13722.135648854963,3128.291634403697,131,202307,13433.462890625,1,5161.6811967661,18595.144087391098,8,109777.0851908397,Stock Sufficient,5057023774.130002,0.8187490816944489,B,Stock Sufficient
12,26,12_26,1796301.45,13712.224809160305,3275.598042077049,131,112238,13496.0673828125,4,10809.473538854261,64793.74307010426,4,54848.89923664122,Reorder Required,5058820075.580002,0.8190399089138418,B,Reorder Required - Medium Priority
6,80,6_80,1795932.6,13709.409160305344,1328.541255045166,131,202505,14009.244140625,3,3796.816573587756,45824.548995462756,3,41128.22748091603,Reorder Required,5060616008.180002,0.8193306764151846,B,Reorder Required - Medium Priority
23,96,23_96,1794903.75,13701.55534351145,3900.4382793995183,131,114533,15707.0234375,1,6435.723161009205,22142.746598509206,2,27403.1106870229,Stock Sufficient,5062410911.930002,0.8196212773422675,B,Stock Sufficient
7,5,7_5,1792674.15,13684.535496183205,8215.19795168782,131,70713,10820.841796875,1,13555.076620284903,24375.918417159904,4,54738.14198473282,Stock Sufficient,5064203586.080002,0.819911517289645,B,Stock Sufficient
24,96,24_96,1792207.88,13680.976183206107,4549.275070042471,131,203819,13064.5595703125,4,15012.607731140155,67270.84601239016,1,13680.976183206107,Reorder Required,5065995793.960002,0.8202016817463481,B,Reorder Required - Medium Priority
45,82,45_82,1787795.88,13647.296793893129,6857.86230382766,131,118221,12957.5361328125,2,16002.495100284455,41917.567365909454,6,81883.78076335878,Stock Sufficient,5067783589.840002,0.8204911318854785,B,Stock Sufficient
15,34,15_34,1787206.42,13642.79709923664,3548.515583195425,131,123737,11658.2138671875,2,8280.29212567795,31596.719860052952,5,68213.9854961832,Stock Sufficient,5069570796.260002,0.820780486589061,B,Stock Sufficient
42,79,42_79,1786205.65,13635.157633587785,1134.6754127074482,131,39690,12466.3818359375,2,2647.711039944568,27580.474711819566,8,109081.26106870228,Stock Sufficient,5071357001.910002,0.8210696792646296,B,Stock Sufficient
40,16,40_16,1781594.01,13599.95427480916,11925.63469571075,131,155083,6955.076171875,3,34082.078589037425,54947.307104662425,6,81599.72564885496,Stock Sufficient,5073138595.920002,0.821358125300241,B,Stock Sufficient
19,55,19_55,1775370.3,13552.44503816794,10566.189751536105,131,203819,9792.6796875,3,30196.94286192227,59574.981924422274,7,94867.11526717558,Stock Sufficient,5074913966.220002,0.8216455636963641,B,Stock Sufficient
10,18,10_18,1773853.05,20868.859411764708,29224.471096988193,85,126512,9040.498046875,2,68193.91157459302,86274.90766834302,3,62606.578235294124,Reorder Required,5076687819.270002,0.821932756444632,B,Reorder Required - Medium Priority
22,3,22_3,1770957.53,13518.759770992367,11316.669646764281,131,119557,15730.880859375,4,37345.009834322125,100268.53327182212,3,40556.2793129771,Reorder Required,5078458776.800002,0.8222194803985167,B,Reorder Required - Medium Priority
9,9,9_9,1769379.24,13506.711755725191,4323.199536224473,131,125833,17970.369140625,2,10087.980238006647,46028.71851925665,4,54026.847022900765,Stock Sufficient,5080228156.040002,0.8225059488219657,B,Stock Sufficient
15,1,15_1,1766174.75,13482.25,7738.5913664592035,131,123737,12089.0517578125,1,12768.675754657685,24857.727512470185,4,53929.0,Stock Sufficient,5081994330.790002,0.8227918984277539,B,Stock Sufficient
11,80,11_80,1764108.46,13466.476793893129,1322.8158389210537,131,207499,14226.2421875,3,3780.453999412386,46459.180561912384,2,26932.953587786258,Reorder Required,5083758439.250002,0.8230775134942726,B,Reorder Required - Medium Priority
28,11,28_11,1762285.58,13452.561679389313,2747.412381168073,131,206302,11294.34375,1,4533.23042892732,15827.57417892732,2,26905.123358778626,Stock Sufficient,5085520724.830002,0.8233628334304156,B,Stock Sufficient
6,25,6_25,1756048.62,13404.951297709924,3408.978757139265,131,202505,11148.35546875,1,5624.814949279787,16773.170418029786,8,107239.61038167939,Stock Sufficient,5087276773.450002,0.8236471435818511,B,Stock Sufficient
26,23,26_23,1755070.68,13397.486106870228,4283.498515911888,131,152513,14714.8837890625,2,9995.339797752567,39425.10737587757,5,66987.43053435114,Stock Sufficient,5089031844.130002,0.8239312954015261,B,Stock Sufficient
1,3,1_3,1752032.41,13374.29320610687,9059.639077836317,131,151315,16773.69921875,3,25891.396048730767,76212.49370498076,5,66871.46603053434,Reorder Required,5090783876.540002,0.8242149553151149,B,Reorder Required - Medium Priority
43,79,43_79,1748746.27,13349.208167938932,6644.976549590131,131,41062,10993.361328125,2,15505.736330834536,37492.45898708454,5,66746.04083969466,Stock Sufficient,5092532622.810002,0.8244980831916346,B,Stock Sufficient
16,5,16_5,1745129.15,13321.596564885496,8099.206540343486,131,57197,11297.0830078125,4,26727.381583133505,71915.71361438351,6,79929.57938931297,Stock Sufficient,5094277751.960002,0.824780625444315,B,Stock Sufficient
36,2,36_2,1740239.96,13284.274503816794,1451.7856029938882,131,39910,11809.759765625,2,3387.672567529731,27007.19209877973,8,106274.19603053435,Stock Sufficient,5096017991.920002,0.8250623761207636,B,Stock Sufficient
